PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2544,00,0,292,292,12062,2971,5984,0.496490641711,480,1443,0.33264033264,1867,2519,0.741167129813,442,2186,2628,2095,493,284,1047,663,8289
