PLAYER_ID,LEAGUE_ID,TEAM_ID,GP,GS,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS
2544,00,0,1567,1565,59201,15517,30646,0.506330353064,2566,7344,0.349400871459,8660,11755,0.736707783921,1802,9949,11751,11620,2349,1151,5482,2789,42260
